index,doggo,floofer,name,pupper,puppo,rating_denominator,rating_numerator,source,timestamp,tweet_id,stage,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
631.0,,,,,,10.0,12.0,Twitter for iPhone,2016-09-19 01:42:24+00:00,777684233540206592,,https://pbs.twimg.com/media/CsrjryzWgAAZY00.jpg,cocker_spaniel,0.253442,True,golden_retriever,0.16285,True,otterhound,0.110921,True,11753.0,3110.0
632.0,,,Derek,,,10.0,12.0,Twitter for iPhone,2016-09-18 21:33:11+00:00,777621514455814149,,https://pbs.twimg.com/media/Csqqoo5WEAAMTVW.jpg,chow,0.999823,True,Norwich_terrier,5.6448500000000014e-05,True,Pomeranian,2.76806e-05,True,9165.0,2635.0
633.0,,,Jeffrey,,,10.0,12.0,Twitter for iPhone,2016-09-17 16:57:35+00:00,777189768882946048,,https://pbs.twimg.com/media/Cskh9nRWYAAUxBP.jpg,Chihuahua,0.988412,True,Mexican_hairless,0.00417722,True,hog,0.00150658,False,14956.0,4569.0
634.0,,,Solomon,,,10.0,12.0,Twitter for iPhone,2016-09-16 16:00:31+00:00,776813020089548800,,https://pbs.twimg.com/media/CsfLUDbXEAAu0VF.jpg,toy_poodle,0.51661,True,miniature_poodle,0.255033,True,standard_poodle,0.168989,True,5103.0,1291.0
635.0,,,Huck,pupper,,10.0,11.0,Twitter for iPhone,2016-09-15 17:48:25+00:00,776477788987613185,pupper,https://pbs.twimg.com/media/CsaaaaxWgAEfzM7.jpg,Labrador_retriever,0.8848389999999999,True,Chesapeake_Bay_retriever,0.0575651,True,paintbrush,0.00576608,False,9250.0,2952.0
636.0,,floofer,,,,10.0,13.0,Twitter for iPhone,2016-09-15 00:36:55+00:00,776218204058357768,floofer,https://pbs.twimg.com/media/CsWuVEdWcAAqbe9.jpg,Samoyed,0.940326,True,Pomeranian,0.055527199999999985,True,keeshond,0.00222635,True,31349.0,16922.0
637.0,,,O,,,10.0,10.0,Twitter for iPhone,2016-09-14 23:30:38+00:00,776201521193218049,,https://pbs.twimg.com/media/CsWfKadWEAAtmlS.jpg,Rottweiler,0.502228,True,black-and-tan_coonhound,0.154594,True,bloodhound,0.135176,True,10050.0,2671.0
638.0,,,Sampson,pupper,,10.0,11.0,Twitter for iPhone,2016-09-14 17:40:06+00:00,776113305656188928,pupper,,,,,,,,,,,12280.0,4609.0
639.0,,,,,,10.0,10.0,Twitter for iPhone,2016-09-14 16:00:49+00:00,776088319444877312,,https://pbs.twimg.com/media/CsU4NKkW8AUI5eG.jpg,web_site,0.999916,False,pug,7.657020000000001e-05,True,menu,2.16468e-06,False,1917.0,160.0
640.0,,,Blue,,,10.0,12.0,Twitter for iPhone,2016-09-13 23:44:54+00:00,775842724423557120,,https://pbs.twimg.com/media/CsRY1jAWYAUOx55.jpg,chow,0.520022,True,bath_towel,0.0287747,False,French_bulldog,0.0259901,True,12261.0,2826.0
641.0,doggo,,Anakin,,,10.0,11.0,Twitter for iPhone,2016-09-13 16:30:07+00:00,775733305207554048,doggo,,,,,,,,,,,14484.0,4231.0
642.0,,,,,,10.0,13.0,Twitter for iPhone,2016-09-13 16:13:44+00:00,775729183532220416,,,,,,,,,,,,13526.0,4860.0
643.0,doggo,,Finley,,,10.0,11.0,Twitter for iPhone,2016-09-12 16:05:54+00:00,775364825476165632,doggo,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,beagle,0.571229,True,Chihuahua,0.175257,True,Pembroke,0.034306300000000005,True,7757.0,3153.0
644.0,,,Maximus,,,10.0,12.0,Vine - Make a Scene,2016-09-12 15:10:21+00:00,775350846108426240,,,,,,,,,,,,10618.0,4119.0
645.0,,,Tucker,,,10.0,13.0,Twitter for iPhone,2016-09-11 21:34:30+00:00,775085132600442880,,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,chow,0.316565,True,golden_retriever,0.241929,True,Pomeranian,0.157524,True,16260.0,5000.0
646.0,,,Finley,,,10.0,12.0,Twitter for iPhone,2016-09-10 23:54:11+00:00,774757898236878852,,https://pbs.twimg.com/media/CsB-MYiXgAEQU20.jpg,toy_poodle,0.7199409999999999,True,miniature_poodle,0.251546,True,Lakeland_terrier,0.00700838,True,8962.0,1885.0
647.0,,,Sprinkles,,,10.0,10.0,Twitter for iPhone,2016-09-10 16:03:16+00:00,774639387460112384,,https://pbs.twimg.com/media/CsASZqRW8AA3Szw.jpg,Walker_hound,0.6275930000000001,True,basenji,0.128705,True,Ibizan_hound,0.126282,True,7023.0,1827.0
648.0,,,,,,10.0,14.0,Twitter for iPhone,2016-09-09 18:31:54+00:00,774314403806253056,,https://pbs.twimg.com/media/Cr7q1VxWIAA5Nm7.jpg,Eskimo_dog,0.5960449999999999,True,Siberian_husky,0.223067,True,Saluki,0.0363247,True,22768.0,5884.0
649.0,,,Winnie,pupper,,10.0,11.0,Twitter for iPhone,2016-09-08 20:45:53+00:00,773985732834758656,pupper,https://pbs.twimg.com/media/Cr2_6R8WAAAUMtc.jpg,giant_panda,0.451149,False,fur_coat,0.148001,False,pug,0.10957,True,11198.0,4098.0
650.0,,,Heinrich,,,10.0,12.0,Twitter for iPhone,2016-09-08 16:33:46+00:00,773922284943896577,,https://pbs.twimg.com/media/Cr2GNdlW8AAbojw.jpg,Pomeranian,0.554331,True,Samoyed,0.432158,True,chow,0.00319942,True,6683.0,1836.0
651.0,,,Loki,,,10.0,12.0,Twitter for iPhone,2016-09-08 02:09:06+00:00,773704687002451968,,https://pbs.twimg.com/media/CrzATQqWAAEHq2t.jpg,silky_terrier,0.324251,True,Yorkshire_terrier,0.18121,True,Airedale,0.133436,True,6900.0,1714.0
652.0,,,Shakespeare,,,10.0,10.0,Twitter for iPhone,2016-09-07 23:52:41+00:00,773670353721753600,,https://pbs.twimg.com/media/CryhFC0XEAA9wp_.jpg,Old_English_sheepdog,0.969311,True,Maltese_dog,0.013243,True,soft-coated_wheaten_terrier,0.00485731,True,5563.0,1376.0
653.0,,,Chelsea,pupper,,10.0,11.0,Twitter for iPhone,2016-09-07 15:44:53+00:00,773547596996571136,pupper,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,Norwegian_elkhound,0.372202,True,Chesapeake_Bay_retriever,0.13718699999999998,True,malamute,0.07143619999999999,True,23078.0,6541.0
654.0,,,Bungalo,,,10.0,12.0,Twitter for iPhone,2016-09-06 23:56:05+00:00,773308824254029826,,https://pbs.twimg.com/media/CrtYRMEWIAAUkCl.jpg,shopping_cart,0.572349,False,Labrador_retriever,0.151406,True,shopping_basket,0.107102,False,24303.0,7892.0
655.0,,,Chip,,,10.0,10.0,Twitter for iPhone,2016-09-06 19:52:39+00:00,773247561583001600,,https://pbs.twimg.com/media/Crsgi9dWEAApQd8.jpg,seat_belt,0.713588,False,miniature_pinscher,0.08336879999999999,True,Brabancon_griffon,0.0756961,True,9848.0,3423.0
656.0,,,Grey,,,10.0,12.0,Twitter for iPhone,2016-09-06 16:10:20+00:00,773191612633579521,,https://pbs.twimg.com/media/CrrtqjdXEAINleR.jpg,Blenheim_spaniel,0.427766,True,Shih-Tzu,0.219256,True,Welsh_springer_spaniel,0.14461400000000002,True,10436.0,4366.0
657.0,,,,,,10.0,11.0,Twitter Web Client,2016-09-05 19:22:09+00:00,772877495989305348,,https://pbs.twimg.com/ext_tw_video_thumb/772874595468795904/pu/img/t8gbjy2rA19xtQYR.jpg,tabby,0.218303,False,Norwegian_elkhound,0.138523,True,wombat,0.0742172,False,8939.0,4096.0
658.0,,,Roosevelt,,,10.0,11.0,Twitter for iPhone,2016-09-05 15:58:34+00:00,772826264096874500,,https://pbs.twimg.com/media/CrmhYYIXEAEcyYY.jpg,basset,0.915351,True,Walker_hound,0.0724159,True,beagle,0.00822894,True,8376.0,2475.0
659.0,,,a,,,10.0,10.0,Twitter for iPhone,2016-09-04 23:46:12+00:00,772581559778025472,,https://pbs.twimg.com/media/CrjC0JAWAAAjz6n.jpg,Newfoundland,0.574345,True,Border_collie,0.128352,True,Saint_Bernard,0.0594755,True,6771.0,1785.0
660.0,,,Willem,pupper,,10.0,12.0,Twitter for iPhone,2016-09-03 22:02:38+00:00,772193107915964416,pupper,https://pbs.twimg.com/media/Crdhh_1XEAAHKHi.jpg,Pembroke,0.367945,True,Chihuahua,0.223522,True,Pekinese,0.164871,True,6314.0,1465.0
661.0,,,,,,10.0,10.0,Twitter for iPhone,2016-09-03 19:23:13+00:00,772152991789019136,,https://pbs.twimg.com/media/Crc9DEoWEAE7RLH.jpg,golden_retriever,0.275318,True,Irish_setter,0.100988,True,vizsla,0.07352489999999999,True,3963.0,1182.0
662.0,,,Jack,,,10.0,12.0,Twitter for iPhone,2016-09-03 17:02:54+00:00,772117678702071809,,https://pbs.twimg.com/media/Crcc7pqXEAAM5O2.jpg,Labrador_retriever,0.217821,True,beagle,0.157677,True,golden_retriever,0.127726,True,3931.0,783.0
663.0,,,Finn,,,10.0,10.0,Twitter for iPhone,2016-09-03 16:52:02+00:00,772114945936949249,,https://pbs.twimg.com/media/Crcacf9WgAEcrMh.jpg,Chihuahua,0.803293,True,toy_terrier,0.052979999999999985,True,Italian_greyhound,0.0372388,True,2833.0,498.0
664.0,,,Penny,,,10.0,11.0,Twitter for iPhone,2016-09-03 16:04:27+00:00,772102971039580160,,https://pbs.twimg.com/media/CrcPjh0WcAA_SPT.jpg,Pembroke,0.54178,True,Cardigan,0.260504,True,Shetland_sheepdog,0.0637031,True,4186.0,986.0
665.0,doggo,,,,,10.0,13.0,Twitter for iPhone,2016-09-03 03:13:29+00:00,771908950375665664,doggo,,,,,,,,,,,6865.0,1998.0
666.0,,,Davey,,,10.0,11.0,Twitter for iPhone,2016-09-02 18:03:10+00:00,771770456517009408,,https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,papillon,0.53318,True,collie,0.192031,True,Border_collie,0.121626,True,12532.0,3591.0
667.0,,,Dakota,,,10.0,12.0,Twitter for iPhone,2016-09-02 00:12:18+00:00,771500966810099713,,https://pbs.twimg.com/media/CrTsCPHWYAANdzC.jpg,Labrador_retriever,0.833952,True,golden_retriever,0.103223,True,soccer_ball,0.0120939,False,8631.0,2769.0
668.0,,,Fizz,,,10.0,11.0,Twitter for iPhone,2016-09-01 16:14:48+00:00,771380798096281600,,https://pbs.twimg.com/media/CrR-vVfXEAAk6Gg.jpg,collie,0.503728,True,Border_collie,0.450944,True,English_springer,0.0126928,True,10961.0,5387.0
669.0,,,Dixie,,,10.0,11.0,Twitter for iPhone,2016-09-01 00:04:38+00:00,771136648247640064,,https://pbs.twimg.com/media/CrOgsIBWYAA8Dtb.jpg,bathtub,0.36866,False,golden_retriever,0.297402,True,tub,0.201711,False,9556.0,3083.0
670.0,,,Charlie,,,10.0,12.0,Twitter for iPhone,2016-08-31 21:47:27+00:00,771102124360998913,,https://pbs.twimg.com/media/CrOBSfgXgAABsTE.jpg,Labrador_retriever,0.568789,True,pug,0.179918,True,Staffordshire_bullterrier,0.0344374,True,6520.0,1515.0
671.0,,,,,,10.0,7.0,Twitter for iPhone,2016-08-31 15:58:28+00:00,771014301343748096,,,,,,,,,,,,7166.0,1740.0
672.0,,,,pupper,,10.0,12.0,Twitter for iPhone,2016-08-31 15:19:06+00:00,771004394259247104,pupper,,,,,,,,,,,0.0,229.0
673.0,,,Winston,,,10.0,10.0,Twitter for iPhone,2016-08-31 00:58:39+00:00,770787852854652928,,https://pbs.twimg.com/media/CrJjdZmXgAEWLSD.jpg,Bernese_mountain_dog,0.787812,True,Greater_Swiss_Mountain_dog,0.163946,True,EntleBucher,0.020293400000000003,True,5156.0,1278.0
674.0,,,Sebastian,,,10.0,11.0,Twitter for iPhone,2016-08-30 23:58:40+00:00,770772759874076672,,https://pbs.twimg.com/media/CrJVupHXgAA4Dkk.jpg,chow,0.979515,True,golden_retriever,0.0102187,True,Pomeranian,0.00460604,True,5410.0,1495.0
675.0,,,very,,,10.0,11.0,Twitter for iPhone,2016-08-30 16:11:18+00:00,770655142660169732,,,,,,,,,,,,7642.0,1848.0
676.0,,,Al,,,10.0,11.0,Twitter for iPhone,2016-08-30 00:14:12+00:00,770414278348247044,,https://pbs.twimg.com/media/CrEPsfWXEAAKvem.jpg,maillot,0.5805279999999999,False,maillot,0.08144889999999999,False,golden_retriever,0.0535696,True,6577.0,2196.0
677.0,,,Jackson,,,10.0,10.0,Twitter for iPhone,2016-08-29 16:14:30+00:00,770293558247038976,,https://pbs.twimg.com/media/CrCh5RgW8AAXW4U.jpg,Italian_greyhound,0.931668,True,Mexican_hairless,0.0388962,True,whippet,0.0131514,True,6503.0,1576.0
678.0,,,Carbon,,,10.0,10.0,Twitter for iPhone,2016-08-29 01:22:47+00:00,770069151037685760,,https://pbs.twimg.com/media/Cq_Vy9KWcAIUIuv.jpg,Boston_bull,0.414965,True,American_Staffordshire_terrier,0.286985,True,Staffordshire_bullterrier,0.11497,True,7900.0,2417.0
679.0,,,Klein,,,10.0,12.0,Twitter for iPhone,2016-08-28 16:51:16+00:00,769940425801170949,,https://pbs.twimg.com/media/Cq9guJ5WgAADfpF.jpg,miniature_pinscher,0.796313,True,Chihuahua,0.15541300000000002,True,Staffordshire_bullterrier,0.0309433,True,32735.0,10142.0
680.0,,,Titan,,,10.0,13.0,Twitter for iPhone,2016-08-28 00:37:54+00:00,769695466921623552,,https://pbs.twimg.com/media/Cq6B8V6XYAA1T1R.jpg,pug,0.407117,True,muzzle,0.165638,False,kuvasz,0.0458372,True,6668.0,1748.0
681.0,,,DonDon,,,10.0,12.0,Twitter for iPhone,2016-08-26 16:37:54+00:00,769212283578875904,,https://pbs.twimg.com/media/CqzKfQgXEAAWIY-.jpg,golden_retriever,0.16653800000000002,True,Pekinese,0.148215,True,cocker_spaniel,0.0827351,True,5637.0,1812.0
682.0,,,Kirby,,,10.0,12.0,Twitter Web Client,2016-08-26 00:38:52+00:00,768970937022709760,,https://pbs.twimg.com/ext_tw_video_thumb/768967618174877700/pu/img/4wfsrs0ZnQ5pstXm.jpg,Pomeranian,0.182358,True,golden_retriever,0.110658,True,mousetrap,0.08639889999999999,False,15039.0,6887.0
683.0,,,Jesse,,,10.0,11.0,Twitter for iPhone,2016-08-25 16:58:45+00:00,768855141948723200,,https://pbs.twimg.com/media/CquFrCKWAAAr32m.jpg,chow,0.7202189999999999,True,Brabancon_griffon,0.0583653,True,Rottweiler,0.0551135,True,4380.0,938.0
684.0,,,Lou,,,10.0,10.0,Twitter for iPhone,2016-08-25 00:43:02+00:00,768609597686943744,,https://pbs.twimg.com/media/CqqmWa7WcAAIM-n.jpg,basenji,0.183283,True,Italian_greyhound,0.136012,True,whippet,0.0601299,True,4292.0,1267.0
685.0,,,Oakley,,,10.0,12.0,Twitter for iPhone,2016-08-24 23:50:10+00:00,768596291618299904,,https://pbs.twimg.com/media/CqqaPjqWIAAOyNL.jpg,Great_Pyrenees,0.729745,True,golden_retriever,0.237961,True,Labrador_retriever,0.0209033,True,5238.0,1345.0
686.0,,,Chevy,,,10.0,11.0,Twitter for iPhone,2016-08-24 15:43:39+00:00,768473857036525572,,https://pbs.twimg.com/media/Cqoq5PGWAAA-U8T.jpg,Labrador_retriever,0.73917,True,Chesapeake_Bay_retriever,0.246488,True,kelpie,0.00689234,True,14215.0,3624.0
687.0,doggo,,Gerald,,,10.0,8.0,Twitter for iPhone,2016-08-23 21:09:14+00:00,768193404517830656,doggo,,,,,,,,,,,11367.0,3753.0
688.0,,,Tito,,,10.0,10.0,Twitter for iPhone,2016-08-23 00:40:31+00:00,767884188863397888,,,,,,,,,,,,4964.0,1465.0
689.0,,,Philbert,,,10.0,11.0,Twitter for iPhone,2016-08-22 16:06:54+00:00,767754930266464257,,https://pbs.twimg.com/media/CqedCQWWgAIab9L.jpg,vizsla,0.307794,True,fountain,0.14218499999999998,False,Chesapeake_Bay_retriever,0.113903,True,16712.0,5677.0
690.0,,,Louie,,,10.0,12.0,Twitter for iPhone,2016-08-21 23:15:55+00:00,767500508068192258,,https://pbs.twimg.com/media/Cqa1ofnXEAAG0yn.jpg,chow,0.483228,True,golden_retriever,0.16506300000000002,True,Norfolk_terrier,0.0601729,True,7804.0,2458.0
691.0,doggo,,,,,10.0,13.0,Twitter for iPhone,2016-08-21 02:47:37+00:00,767191397493538821,doggo,,,,,,,,,,,12786.0,3993.0
692.0,,,Rupert,,,10.0,13.0,Twitter for iPhone,2016-08-20 22:12:29+00:00,767122157629476866,,https://pbs.twimg.com/media/CqVdiBJWIAEDZB4.jpg,toy_poodle,0.873841,True,miniature_poodle,0.0591918,True,Irish_terrier,0.035306,True,10557.0,3001.0
693.0,,,Rufus,,,10.0,10.0,Twitter for iPhone,2016-08-20 00:26:19+00:00,766793450729734144,,https://pbs.twimg.com/media/CqQykxrWYAAlD8g.jpg,beagle,0.451697,True,basset,0.197513,True,bloodhound,0.07269860000000003,True,5291.0,1423.0
694.0,,,,,,10.0,13.0,Twitter for iPhone,2016-08-19 19:14:16+00:00,766714921925144576,,,,,,,,,,,,2714.0,404.0
695.0,,,Brudge,,,10.0,11.0,Twitter for iPhone,2016-08-19 17:47:52+00:00,766693177336135680,,https://pbs.twimg.com/media/CqPXYLLXEAAU2HC.jpg,Doberman,0.948355,True,vizsla,0.015031999999999997,True,Rhodesian_ridgeback,0.00963084,True,4194.0,834.0
696.0,,,Shadoe,,,10.0,9.0,Twitter for iPhone,2016-08-18 23:55:18+00:00,766423258543644672,,https://pbs.twimg.com/media/CqLh4yJWcAAHomv.jpg,keeshond,0.995823,True,Pomeranian,0.00389721,True,Norwegian_elkhound,0.000253109,True,6275.0,1676.0
697.0,,,Oscar,,,10.0,12.0,Twitter for iPhone,2016-08-18 16:38:26+00:00,766313316352462849,,https://pbs.twimg.com/media/CqJ95SRWgAATPK_.jpg,toy_poodle,0.966896,True,miniature_poodle,0.0164243,True,cocker_spaniel,0.0102271,True,7070.0,1982.0
698.0,,,Juno,,,10.0,12.0,Twitter for iPhone,2016-08-18 00:28:24+00:00,766069199026450432,,https://pbs.twimg.com/media/CqGf3xaXYAEh3ak.jpg,redbone,0.484855,True,beagle,0.4375270000000001,True,basset,0.0105854,True,4440.0,901.0
699.0,,,Angel,,,10.0,11.0,Twitter for iPhone,2016-08-17 20:27:34+00:00,766008592277377025,,https://pbs.twimg.com/media/CqFouXOXYAAYpzG.jpg,Welsh_springer_spaniel,0.7281529999999999,True,basset,0.103842,True,Brittany_spaniel,0.06241430000000001,True,3910.0,521.0
700.0,,,Brat,,,10.0,12.0,Twitter for iPhone,2016-08-17 01:20:27+00:00,765719909049503744,,https://pbs.twimg.com/media/CqBiMAgWAAEJKgI.jpg,golden_retriever,0.969518,True,Labrador_retriever,0.0216961,True,Border_terrier,0.00207455,True,7539.0,2249.0
701.0,,,Tove,,,10.0,12.0,Twitter for iPhone,2016-08-16 22:00:23+00:00,765669560888528897,,https://pbs.twimg.com/media/CqA0XcYWAAAzltT.jpg,beagle,0.993333,True,Walker_hound,0.00290219,True,basset,0.00241518,True,5418.0,1283.0
702.0,,,my,,,10.0,13.0,Twitter for iPhone,2016-08-16 03:52:26+00:00,765395769549590528,,https://pbs.twimg.com/media/Cp87Y0jXYAQyjuV.jpg,Pembroke,0.509491,True,Cardigan,0.330401,True,Shetland_sheepdog,0.0388749,True,27579.0,3585.0
703.0,,,Louie,pupper,,10.0,11.0,Twitter for iPhone,2016-08-16 02:14:15+00:00,765371061932261376,pupper,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,golden_retriever,0.829456,True,Labrador_retriever,0.08937089999999999,True,kuvasz,0.0170275,True,7383.0,2274.0
704.0,,,Gromit,,,10.0,10.0,Twitter for iPhone,2016-08-15 16:22:20+00:00,765222098633691136,,https://pbs.twimg.com/media/Cp6db4-XYAAMmqL.jpg,dalmatian,0.556595,True,whippet,0.151047,True,American_Staffordshire_terrier,0.0964355,True,12101.0,3558.0
705.0,,,Aubie,,,10.0,12.0,Twitter for iPhone,2016-08-14 16:13:27+00:00,764857477905154048,,https://pbs.twimg.com/media/Cp1R0ZTWcAAaPO4.jpg,Bernese_mountain_dog,0.7920590000000001,True,Appenzeller,0.155034,True,EntleBucher,0.038373800000000007,True,6706.0,1868.0
706.0,,,Kota,,,10.0,10.0,Twitter for iPhone,2016-08-13 00:38:30+00:00,764259802650378240,,https://pbs.twimg.com/media/CpsyNtXWgAAqvs3.jpg,German_shepherd,0.973677,True,malinois,0.025949700000000003,True,kelpie,0.000191568,True,6282.0,1593.0
707.0,doggo,,,,,10.0,12.0,Twitter for iPhone,2016-08-12 04:35:10+00:00,763956972077010945,doggo,,,,,,,,,,,778.0,57.0
708.0,,,Alfie,,,10.0,11.0,Twitter for iPhone,2016-08-11 20:40:41+00:00,763837565564780549,,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,malamute,0.375098,True,jean,0.0693617,False,keeshond,0.0505276,True,13111.0,4390.0
709.0,,,Clark,,,10.0,8.0,Twitter for iPhone,2016-08-10 01:23:03+00:00,763183847194451968,,https://pbs.twimg.com/media/CpdfpzKWYAAWSUi.jpg,miniature_poodle,0.354674,True,toy_poodle,0.338642,True,teddy,0.155828,False,5611.0,1554.0
710.0,,,Belle,,,10.0,10.0,Twitter for iPhone,2016-08-09 20:03:43+00:00,763103485927849985,,https://pbs.twimg.com/media/CpcWknPXYAAeLP9.jpg,seat_belt,0.685821,False,ice_bear,0.0815972,False,chow,0.0390848,True,7671.0,2402.0
711.0,,,Leela,,,10.0,11.0,Twitter for iPhone,2016-08-08 17:19:51+00:00,762699858130116608,,https://pbs.twimg.com/media/CpWnecZWIAAUFwt.jpg,kelpie,0.519047,True,German_shepherd,0.296069,True,dingo,0.0610053,False,12660.0,3812.0
712.0,,,Glenn,,,10.0,12.0,Twitter for iPhone,2016-08-08 02:13:34+00:00,762471784394268675,,https://pbs.twimg.com/ext_tw_video_thumb/762471745303355393/pu/img/RKcEUz7-VDipoGKJ.jpg,Samoyed,0.540276,True,standard_poodle,0.279802,True,toy_poodle,0.102058,True,11720.0,6798.0
713.0,,,Buddy,,,10.0,12.0,Twitter for iPhone,2016-08-08 01:44:46+00:00,762464539388485633,,https://pbs.twimg.com/media/CpTRc4DUEAAYTq6.jpg,chow,0.999953,True,Tibetan_mastiff,2.33591e-05,True,dhole,3.01033e-06,False,10728.0,4401.0
714.0,,,Scout,,,10.0,11.0,Twitter for iPhone,2016-08-07 15:56:28+00:00,762316489655476224,,,,,,,,,,,,5000.0,1181.0
715.0,,,,,,10.0,14.0,Twitter for iPhone,2016-08-06 21:20:40+00:00,762035686371364864,,,,,,,,,,,,33249.0,16414.0
716.0,,,Shelby,,,10.0,12.0,Twitter for iPhone,2016-08-06 17:26:19+00:00,761976711479193600,,https://pbs.twimg.com/media/CpMVxoRXgAAh350.jpg,Labrador_retriever,0.475552,True,Chesapeake_Bay_retriever,0.082898,True,Staffordshire_bullterrier,0.048464,True,5615.0,2116.0
717.0,,,,,,10.0,11.0,Twitter for iPhone,2016-08-06 02:06:59+00:00,761745352076779520,,,,,,,,,,,,4434.0,899.0
718.0,,,,,,10.0,10.0,Twitter for iPhone,2016-08-05 21:19:27+00:00,761672994376806400,,,,,,,,,,,,51533.0,30603.0
719.0,,,Sephie,,,10.0,11.0,Twitter for iPhone,2016-08-05 16:28:54+00:00,761599872357261312,,https://pbs.twimg.com/media/CpG_CrlWYAYyuP3.jpg,Gordon_setter,0.240427,True,Saluki,0.224269,True,Doberman,0.12972999999999998,True,4290.0,1241.0
720.0,,,Bruce,,,10.0,10.0,Twitter for iPhone,2016-08-04 22:52:29+00:00,761334018830917632,,https://pbs.twimg.com/media/CpDNQGkWEAENiYZ.jpg,Norwegian_elkhound,0.8229360000000001,True,malinois,0.08615249999999999,True,German_shepherd,0.06333290000000001,True,5408.0,1523.0
721.0,,,Bonaparte,,,10.0,11.0,Twitter for iPhone,2016-08-04 20:09:17+00:00,761292947749015552,,https://pbs.twimg.com/media/CpCn5aXXgAAOPTm.jpg,standard_poodle,0.6608930000000001,True,Samoyed,0.314886,True,miniature_poodle,0.00883383,True,4646.0,1152.0
722.0,,,Albert,,,10.0,10.0,Twitter for iPhone,2016-08-04 15:48:47+00:00,761227390836215808,,https://pbs.twimg.com/media/CpBsRleW8AEfO8G.jpg,cougar,0.306512,False,French_bulldog,0.280802,True,boxer,0.054523400000000014,True,5517.0,1639.0
723.0,,,Bo,,,10.0,11.0,Twitter for iPhone,2016-08-04 01:03:17+00:00,761004547850530816,,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,golden_retriever,0.735163,True,Sussex_spaniel,0.064897,True,Labrador_retriever,0.0477037,True,11788.0,3651.0
724.0,doggo,,Wishes,,,10.0,11.0,Twitter for iPhone,2016-08-03 17:43:45+00:00,760893934457552897,doggo,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,Blenheim_spaniel,0.113992,True,cocker_spaniel,0.10578,True,borzoi,0.0739345,True,3968.0,1023.0
725.0,,,Rose,,,10.0,11.0,Twitter for iPhone,2016-08-03 02:02:14+00:00,760656994973933572,,https://pbs.twimg.com/media/Co5lf-KW8AAIwJw.jpg,golden_retriever,0.760546,True,Labrador_retriever,0.232079,True,redbone,0.00287417,True,6883.0,2008.0
726.0,,,Theo,,,10.0,12.0,Twitter for iPhone,2016-08-03 00:59:13+00:00,760641137271070720,,,,,,,,,,,,5156.0,1356.0
727.0,,,Atlas,,,10.0,12.0,Twitter for iPhone,2016-08-02 18:14:06+00:00,760539183865880579,,https://pbs.twimg.com/media/Co36VZfWcAEN3R3.jpg,Samoyed,0.988013,True,malamute,0.00451824,True,West_Highland_white_terrier,0.00118925,True,7886.0,3822.0
728.0,doggo,,,,,10.0,12.0,Vine - Make a Scene,2016-08-02 17:04:31+00:00,760521673607086080,doggo,,,,,,,,,,,4397.0,1469.0
729.0,,,Rocco,,,10.0,13.0,Twitter Web Client,2016-08-02 01:44:48+00:00,760290219849637889,,https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,Old_English_sheepdog,0.3022,True,Lhasa,0.258803,True,briard,0.1792,True,27899.0,12096.0
730.0,,,Fido,,,10.0,4.0,Twitter for iPhone,2016-08-01 23:15:56+00:00,760252756032651264,,,,,,,,,,,,4109.0,911.0
731.0,,,Sadie,,,10.0,10.0,Twitter for iPhone,2016-08-01 19:07:17+00:00,760190180481531904,,,,,,,,,,,,5930.0,1896.0
732.0,,,,,,10.0,11.0,Twitter for iPhone,2016-08-01 16:43:19+00:00,760153949710192640,,,,,,,,,,,,0.0,31.0
733.0,,,,pupper,,10.0,12.0,Vine - Make a Scene,2016-08-01 02:45:22+00:00,759943073749200896,pupper,,,,,,,,,,,6169.0,2198.0
734.0,,,,,,10.0,10.0,Twitter for iPhone,2016-08-01 01:28:46+00:00,759923798737051648,,https://pbs.twimg.com/media/CovKqSYVIAAUbUW.jpg,Labrador_retriever,0.324579,True,seat_belt,0.109168,False,pug,0.102466,True,15247.0,5960.0
735.0,,,Kirby,,,10.0,11.0,Twitter for iPhone,2016-07-31 20:21:02+00:00,759846353224826880,,https://pbs.twimg.com/media/CouEOZhWAAAgFpE.jpg,Sussex_spaniel,0.355395,True,vizsla,0.141094,True,otterhound,0.0921982,True,6975.0,2071.0
736.0,doggo,,Maggie,pupper,,10.0,12.0,Twitter for iPhone,2016-07-31 16:50:42+00:00,759793422261743616,"doggo,pupper",https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,0.985876,True,Labrador_retriever,0.00194777,True,kuvasz,0.00175174,True,6195.0,2001.0
